election,year,constit,party,name,seats,quota,electorate,turnout,valid,spoilt,transfers,round_totals
general election,2011,Waterford ,Independent,Justin Collery,4,10745,78435,54298,53720,578,"[967, 4, 12, 42, 50, 54, 37, 0, 0, 0, 0]","[967, 971, 983, 1025, 1075, 1129, 1166, 0, 0, 0, 0]"
general election,2011,Waterford ,Workers' Party,Joe Tobin,4,10745,78435,54298,53720,578,"[873, 5, 11, 17, 19, 12, 0, 0, 0, 0, 0]","[873, 878, 889, 906, 925, 937, 0, 0, 0, 0, 0]"
general election,2011,Waterford ,Independent,Joe Conway,4,10745,78435,54298,53720,578,"[725, 4, 9, 13, 11, 0, 0, 0, 0, 0, 0]","[725, 729, 738, 751, 762, 0, 0, 0, 0, 0, 0]"
general election,2011,Waterford ,Green Party,Jody Power,4,10745,78435,54298,53720,578,"[462, 0, 3, 36, 0, 0, 0, 0, 0, 0, 0]","[462, 462, 465, 501, 0, 0, 0, 0, 0, 0, 0]"
general election,2011,Waterford ,Fís Nua,Ben Nutty,4,10745,78435,54298,53720,578,"[257, 4, 15, 0, 0, 0, 0, 0, 0, 0, 0]","[257, 261, 276, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2011,Waterford ,Independent,Declan Waters,4,10745,78435,54298,53720,578,"[222, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[222, 223, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2011,Waterford ,Independent,Gerard Kiersey,4,10745,78435,54298,53720,578,"[73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2011,Wexford ,Independent,Mick Wallace,5,12590,111063,76351,75539,812,"[13329, -739, 0, 0, 0, 0, 0]","[13329, 12590, 12590, 12590, 12590, 12590, 12590]"
general election,2011,Wexford ,Labour Party,Brendan Howlin,5,12590,111063,76351,75539,812,"[11005, 161, 496, 2852, 0, -1924, 0]","[11005, 11166, 11662, 14514, 14514, 12590, 12590]"
general election,2011,Wexford ,Fianna Fáil,John Browne,5,12590,111063,76351,75539,812,"[7352, 42, 76, 279, 426, 225, 4357]","[7352, 7394, 7470, 7749, 8175, 8400, 12757]"
general election,2011,Wexford ,Fine Gael,Liam Twomey,5,12590,111063,76351,75539,812,"[9230, 119, 176, 168, 760, 421, 722]","[9230, 9349, 9525, 9693, 10453, 10874, 11596]"
general election,2011,Wexford ,Fine Gael,Paul Kehoe,5,12590,111063,76351,75539,812,"[8386, 73, 168, 498, 549, 582, 790]","[8386, 8459, 8627, 9125, 9674, 10256, 11046]"
general election,2011,Wexford ,Fine Gael,Michael W. D'Arcy,5,12590,111063,76351,75539,812,"[8418, 48, 129, 365, 532, 494, 424]","[8418, 8466, 8595, 8960, 9492, 9986, 10410]"
general election,2011,Wexford ,Fianna Fáil,Sean Connick,5,12590,111063,76351,75539,812,"[6675, 69, 270, 130, 252, 119, 0]","[6675, 6744, 7014, 7144, 7396, 7515, 0]"
general election,2011,Wexford ,Sinn Féin,Anthony Kelly,5,12590,111063,76351,75539,812,"[4353, 69, 479, 280, 0, 0, 0]","[4353, 4422, 4901, 5181, 0, 0, 0]"
general election,2011,Wexford ,Labour Party,Pat Cody,5,12590,111063,76351,75539,812,"[4457, 48, 247, 0, 0, 0, 0]","[4457, 4505, 4752, 0, 0, 0, 0]"
general election,2011,Wexford ,Independent,John Dwyer,5,12590,111063,76351,75539,812,"[908, 35, 0, 0, 0, 0, 0]","[908, 943, 0, 0, 0, 0, 0]"
general election,2011,Wexford ,People Before Profit,Séamus O'Brien,5,12590,111063,76351,75539,812,"[741, 37, 0, 0, 0, 0, 0]","[741, 778, 0, 0, 0, 0, 0]"
general election,2011,Wexford ,Green Party,Danny Forde,5,12590,111063,76351,75539,812,"[391, 8, 0, 0, 0, 0, 0]","[391, 399, 0, 0, 0, 0, 0]"
general election,2011,Wexford ,Independent,Siobhán Roseingrave,5,12590,111063,76351,75539,812,"[175, 20, 0, 0, 0, 0, 0]","[175, 195, 0, 0, 0, 0, 0]"
general election,2011,Wexford ,Independent,Ruairí de Valera,5,12590,111063,76351,75539,812,"[119, 10, 0, 0, 0, 0, 0]","[119, 129, 0, 0, 0, 0, 0]"
general election,2011,Wicklow ,Fine Gael,Andrew Doyle,5,11751,95339,71311,70579,702,"[10035, 3, 2, 16, 14, 36, 11, 16, 18, 56, 57, 302, 316, 205, 535, 369, 0, -240, 0]","[10035, 10038, 10040, 10056, 10070, 10106, 10117, 10133, 10151, 10207, 10264, 10566, 10882, 11087, 11622, 11991, 11991, 11751, 11751]"
general election,2011,Wicklow ,Fine Gael,Billy Timmins,5,11751,95339,71311,70579,702,"[9165, 2, 4, 10, 13, 8, 11, 11, 17, 12, 67, 147, 289, 428, 266, 279, 1138, 0, -116]","[9165, 9167, 9171, 9181, 9194, 9202, 9213, 9224, 9241, 9253, 9320, 9467, 9756, 10184, 10450, 10729, 11867, 11867, 11751]"
general election,2011,Wicklow ,Fine Gael,Simon Harris,5,11751,95339,71311,70579,702,"[8726, 3, 6, 6, 11, 3, 37, 46, 9, 25, 66, 195, 120, 191, 690, 767, 491, 67, 53]","[8726, 8729, 8735, 8741, 8752, 8755, 8792, 8838, 8847, 8872, 8938, 9133, 9253, 9444, 10134, 10901, 11392, 11459, 11512]"
general election,2011,Wicklow ,Labour Party,Anne Ferris,5,11751,95339,71311,70579,702,"[5436, 3, 13, 4, 13, 7, 5, 33, 45, 18, 80, 340, 928, 111, 677, 2530, 705, 94, 28]","[5436, 5439, 5452, 5456, 5469, 5476, 5481, 5514, 5559, 5577, 5657, 5997, 6925, 7036, 7713, 10243, 10948, 11042, 11070]"
general election,2011,Wicklow ,Independent,Stephen Donnelly,5,11751,95339,71311,70579,702,"[6530, 6, 21, 14, 33, 20, 23, 45, 40, 60, 127, 470, 119, 162, 906, 404, 929, 37, 20]","[6530, 6536, 6557, 6571, 6604, 6624, 6647, 6692, 6732, 6792, 6919, 7389, 7508, 7670, 8576, 8980, 9909, 9946, 9966]"
general election,2011,Wicklow ,Sinn Féin,John Brady,5,11751,95339,71311,70579,702,"[7089, 1, 9, 16, 5, 24, 19, 24, 33, 49, 135, 272, 211, 140, 599, 411, 760, 42, 15]","[7089, 7090, 7099, 7115, 7120, 7144, 7163, 7187, 7220, 7269, 7404, 7676, 7887, 8027, 8626, 9037, 9797, 9839, 9854]"
general election,2011,Wicklow ,Fianna Fáil,Pat Fitzgerald,5,11751,95339,71311,70579,702,"[3576, 0, 0, 16, 6, 6, 7, 2, 3, 2, 54, 388, 80, 2296, 462, 106, 0, 0, 0]","[3576, 3576, 3576, 3592, 3598, 3604, 3611, 3613, 3616, 3618, 3672, 4060, 4140, 6436, 6898, 7004, 0, 0, 0]"
general election,2011,Wicklow ,Labour Party,Tom Fortune,5,11751,95339,71311,70579,702,"[3420, 1, 2, 0, 4, 8, 33, 14, 13, 12, 44, 108, 1148, 124, 351, 0, 0, 0, 0]","[3420, 3421, 3423, 3423, 3427, 3435, 3468, 3482, 3495, 3507, 3551, 3659, 4807, 4931, 5282, 0, 0, 0, 0]"
general election,2011,Wicklow ,Independent,Joe Behan,5,11751,95339,71311,70579,702,"[4197, 3, 7, 3, 13, 8, 14, 32, 13, 22, 95, 144, 80, 286, 0, 0, 0, 0, 0]","[4197, 4200, 4207, 4210, 4223, 4231, 4245, 4277, 4290, 4312, 4407, 4551, 4631, 4917, 0, 0, 0, 0, 0]"
general election,2011,Wicklow ,Fianna Fáil,Dick Roche,5,11751,95339,71311,70579,702,"[3891, 0, 4, 3, 23, 5, 18, 20, 3, 10, 33, 47, 72, 0, 0, 0, 0, 0, 0]","[3891, 3891, 3895, 3898, 3921, 3926, 3944, 3964, 3967, 3977, 4010, 4057, 4129, 0, 0, 0, 0, 0, 0]"
general election,2011,Wicklow ,Labour Party,Conal Kavanagh,5,11751,95339,71311,70579,702,"[3231, 3, 3, 6, 6, 11, 12, 8, 16, 21, 52, 134, 0, 0, 0, 0, 0, 0, 0]","[3231, 3234, 3237, 3243, 3249, 3260, 3272, 3280, 3296, 3317, 3369, 3503, 0, 0, 0, 0, 0, 0, 0]"
general election,2011,Wicklow ,Independent,Peter Dempsey,5,11751,95339,71311,70579,702,"[1409, 6, 19, 20, 6, 8, 10, 8, 11, 19, 157, 0, 0, 0, 0, 0, 0, 0, 0]","[1409, 1415, 1434, 1454, 1460, 1468, 1478, 1486, 1497, 1516, 1673, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2011,Wicklow ,Green Party,Niall Byrne,5,11751,95339,71311,70579,702,"[1026, 1, 4, 2, 5, 4, 3, 9, 19, 19, 21, 0, 0, 0, 0, 0, 0, 0, 0]","[1026, 1027, 1031, 1033, 1038, 1042, 1045, 1054, 1073, 1092, 1113, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2011,Wicklow ,Independent,Nicky Kelly,5,11751,95339,71311,70579,702,"[518, 4, 1, 11, 2, 6, 7, 7, 15, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[518, 522, 523, 534, 536, 542, 549, 556, 571, 585, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2011,Wicklow ,Independent,Donal Kiernan,5,11751,95339,71311,70579,702,"[403, 2, 0, 1, 9, 4, 14, 11, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[403, 405, 405, 406, 415, 419, 433, 444, 456, 472, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2011,Wicklow ,Fís Nua,Pat Kavanagh,5,11751,95339,71311,70579,702,"[291, 2, 5, 2, 2, 11, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[291, 293, 298, 300, 302, 313, 322, 327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2011,Wicklow ,Fís Nua,Gerry Kinsella,5,11751,95339,71311,70579,702,"[324, 1, 2, 4, 4, 11, 13, 3, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[324, 325, 327, 331, 335, 346, 359, 362, 394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2011,Wicklow ,Independent,Eugene Finnegan,5,11751,95339,71311,70579,702,"[286, 2, 5, 2, 8, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[286, 288, 293, 295, 303, 305, 309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2011,Wicklow ,Independent,Charlie Keddy,5,11751,95339,71311,70579,702,"[233, 3, 5, 20, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[233, 236, 241, 261, 262, 266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2011,Wicklow ,Independent,Michael Mulvihill,5,11751,95339,71311,70579,702,"[187, 1, 3, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[187, 188, 191, 195, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2011,Wicklow ,Independent,Anthony Fitzgerald,5,11751,95339,71311,70579,702,"[184, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[184, 184, 185, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2011,Wicklow ,Independent,Jim Tallon,5,11751,95339,71311,70579,702,"[166, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[166, 166, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2011,Wicklow ,Independent,Thomas Clarke,5,11751,95339,71311,70579,702,"[103, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[103, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2011,Wicklow ,Independent,Kevin Carroll,5,11751,95339,71311,70579,702,"[74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2007,Carlow–Kilkenny ,Fianna Fáil,John McGuinness,5,11276,102016,68359,67654,705,"[11635, 0, -359, 0, 0, 0, 0, 0, 0]","[11635, 11635, 11276, 11276, 11276, 11276, 11276, 11276, 11276]"
general election,2007,Carlow–Kilkenny ,Fianna Fáil,Bobby Aylward,5,11276,102016,68359,67654,705,"[11600, 0, 0, -324, 0, 0, 0, 0, 0]","[11600, 11600, 11600, 11276, 11276, 11276, 11276, 11276, 11276]"
general election,2007,Carlow–Kilkenny ,Fine Gael,Phil Hogan,5,11276,102016,68359,67654,705,"[8589, 84, 52, 26, 305, 487, 1817, 0, 0]","[8589, 8673, 8725, 8751, 9056, 9543, 11360, 11360, 11360]"
general election,2007,Carlow–Kilkenny ,Fianna Fáil,M. J. Nolan,5,11276,102016,68359,67654,705,"[9037, 444, 212, 208, 449, 107, 679, 1457, -1317]","[9037, 9481, 9693, 9901, 10350, 10457, 11136, 12593, 11276]"
general election,2007,Carlow–Kilkenny ,Green Party,Mary White,5,11276,102016,68359,67654,705,"[5386, 147, 27, 13, 693, 429, 710, 2478, 581]","[5386, 5533, 5560, 5573, 6266, 6695, 7405, 9883, 10464]"
general election,2007,Carlow–Kilkenny ,Fine Gael,John Paul Phelan,5,11276,102016,68359,67654,705,"[6494, 54, 20, 36, 237, 520, 809, 1329, 316]","[6494, 6548, 6568, 6604, 6841, 7361, 8170, 9499, 9815]"
general election,2007,Carlow–Kilkenny ,Labour Party,Jim Townsend,5,11276,102016,68359,67654,705,"[3401, 128, 5, 2, 196, 1553, 1104, 0, 0]","[3401, 3529, 3534, 3536, 3732, 5285, 6389, 0, 0]"
general election,2007,Carlow–Kilkenny ,Fine Gael,Fergal Browne,5,11276,102016,68359,67654,705,"[4948, 136, 3, 5, 98, 36, 0, 0, 0]","[4948, 5084, 5087, 5092, 5190, 5226, 0, 0, 0]"
general election,2007,Carlow–Kilkenny ,Labour Party,Michael O'Brien,5,11276,102016,68359,67654,705,"[2923, 16, 18, 15, 332, 0, 0, 0, 0]","[2923, 2939, 2957, 2972, 3304, 0, 0, 0, 0]"
general election,2007,Carlow–Kilkenny ,Sinn Féin,Kathleen Funchion,5,11276,102016,68359,67654,705,"[2568, 29, 22, 19, 0, 0, 0, 0, 0]","[2568, 2597, 2619, 2638, 0, 0, 0, 0, 0]"
general election,2007,Carlow–Kilkenny ,Progressive Democrats,Walter Lacey,5,11276,102016,68359,67654,705,"[1073, 0, 0, 0, 0, 0, 0, 0, 0]","[1073, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2007,Cavan–Monaghan ,Fianna Fáil,Rory O'Hanlon,5,13158,92248,66547,65787,760,CC,CC
general election,2007,Cavan–Monaghan ,Fianna Fáil,Brendan Smith,5,13158,92248,66547,65787,760,"[15548, -2390, 0, 0]","[15548, 13158, 13158, 13158]"
general election,2007,Cavan–Monaghan ,Sinn Féin,Caoimhghín Ó Caoláin,5,13158,92248,66547,65787,760,"[13162, 0, 0, 0]","[13162, 13162, 13162, 13162]"
general election,2007,Cavan–Monaghan ,Fine Gael,Seymour Crawford,5,13158,92248,66547,65787,760,"[10978, 79, 142, 2559]","[10978, 11057, 11199, 13758]"
general election,2007,Cavan–Monaghan ,Fianna Fáil,Margaret Conlon,5,13158,92248,66547,65787,760,"[9303, 1759, 83, 2058]","[9303, 11062, 11145, 13203]"
general election,2007,Cavan–Monaghan ,Fine Gael,Joe O'Reilly,5,13158,92248,66547,65787,760,"[9550, 345, 319, 1024]","[9550, 9895, 10214, 11238]"
general election,2007,Cavan–Monaghan ,Independent,Paudge Connolly,5,13158,92248,66547,65787,760,"[3955, 79, 123, 0]","[3955, 4034, 4157, 0]"
general election,2007,Cavan–Monaghan ,Green Party,Vincent Martin,5,13158,92248,66547,65787,760,"[2382, 63, 242, 0]","[2382, 2445, 2687, 0]"
general election,2007,Cavan–Monaghan ,Labour Party,Des Cullen,5,13158,92248,66547,65787,760,"[796, 53, 0, 0]","[796, 849, 0, 0]"
general election,2007,Cavan–Monaghan ,Independent,T. J. Fay,5,13158,92248,66547,65787,760,"[113, 12, 0, 0]","[113, 125, 0, 0]"
general election,2007,Clare ,Fianna Fáil,Timmy Dooley,4,11278,79555,56770,56385,385,"[10791, 222, 260, 361, 0, 0, 0, 0, 0]","[10791, 11013, 11273, 11634, 11634, 11634, 11634, 11634, 11634]"
general election,2007,Clare ,Fianna Fáil,Tony Killeen,4,11278,79555,56770,56385,385,"[8321, 142, 197, 316, 408, 312, 4387, -2805, 0]","[8321, 8463, 8660, 8976, 9384, 9696, 14083, 11278, 11278]"
general election,2007,Clare ,Fine Gael,Pat Breen,4,11278,79555,56770,56385,385,"[7036, 168, 104, 387, 877, 1786, 754, 555, -389]","[7036, 7204, 7308, 7695, 8572, 10358, 11112, 11667, 11278]"
general election,2007,Clare ,Fine Gael,Joe Carey,4,11278,79555,56770,56385,385,"[5818, 190, 108, 548, 883, 1543, 327, 384, 181]","[5818, 6008, 6116, 6664, 7547, 9090, 9417, 9801, 9982]"
general election,2007,Clare ,Independent,James Breen,4,11278,79555,56770,56385,385,"[5218, 122, 349, 792, 395, 575, 752, 1131, 192]","[5218, 5340, 5689, 6481, 6876, 7451, 8203, 9334, 9526]"
general election,2007,Clare ,Fianna Fáil,Brendan Daly,4,11278,79555,56770,56385,385,"[5712, 158, 123, 96, 189, 529, 0, 0, 0]","[5712, 5870, 5993, 6089, 6278, 6807, 0, 0, 0]"
general election,2007,Clare ,Fine Gael,Madeleine Taylor-Quinn,4,11278,79555,56770,56385,385,"[3592, 127, 168, 532, 751, 0, 0, 0, 0]","[3592, 3719, 3887, 4419, 5170, 0, 0, 0, 0]"
general election,2007,Clare ,Fine Gael,Tony Mulcahy,4,11278,79555,56770,56385,385,"[3408, 85, 118, 222, 0, 0, 0, 0, 0]","[3408, 3493, 3611, 3833, 0, 0, 0, 0, 0]"
general election,2007,Clare ,Green Party,Brian Meaney,4,11278,79555,56770,56385,385,"[2858, 305, 442, 0, 0, 0, 0, 0, 0]","[2858, 3163, 3605, 0, 0, 0, 0, 0, 0]"
general election,2007,Clare ,Sinn Féin,Anna Prior,4,11278,79555,56770,56385,385,"[1929, 83, 0, 0, 0, 0, 0, 0, 0]","[1929, 2012, 0, 0, 0, 0, 0, 0, 0]"
general election,2007,Clare ,Labour Party,Pascal Fitzgerald,4,11278,79555,56770,56385,385,"[892, 0, 0, 0, 0, 0, 0, 0, 0]","[892, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2007,Clare ,Progressive Democrats,Murt Collins,4,11278,79555,56770,56385,385,"[810, 0, 0, 0, 0, 0, 0, 0, 0]","[810, 0, 0, 0, 0, 0, 0, 0, 0]"
general election,2007,Cork East ,Fianna Fáil,Michael Ahern,4,10762,84354,54285,53808,477,"[10350, 186, 685, -459, 0, 0]","[10350, 10536, 11221, 10762, 10762, 10762]"
general election,2007,Cork East ,Fianna Fáil,Ned O'Keeffe,4,10762,84354,54285,53808,477,"[10081, 108, 552, 292, 0, -271]","[10081, 10189, 10741, 11033, 11033, 10762]"
general election,2007,Cork East ,Fine Gael,David Stanton,4,10762,84354,54285,53808,477,"[7686, 352, 679, 60, 1572, 37]","[7686, 8038, 8717, 8777, 10349, 10386]"
general election,2007,Cork East ,Labour Party,Seán Sherlock,4,10762,84354,54285,53808,477,"[7295, 355, 637, 37, 1776, 62]","[7295, 7650, 8287, 8324, 10100, 10162]"
general election,2007,Cork East ,Fine Gael,Paul Bradford,4,10762,84354,54285,53808,477,"[8916, 194, 265, 23, 439, 26]","[8916, 9110, 9375, 9398, 9837, 9863]"
general election,2007,Cork East ,Labour Party,John Mulvihill,4,10762,84354,54285,53808,477,"[3954, 278, 541, 47, 0, 0]","[3954, 4232, 4773, 4820, 0, 0]"
general election,2007,Cork East ,Sinn Féin,Sandra McLellan,4,10762,84354,54285,53808,477,"[3672, 271, 0, 0, 0, 0]","[3672, 3943, 0, 0, 0, 0]"
general election,2007,Cork East ,Green Party,Sarah Iremonger,4,10762,84354,54285,53808,477,"[1572, 0, 0, 0, 0, 0]","[1572, 0, 0, 0, 0, 0]"
general election,2007,Cork East ,Fathers Rights,Christy Carr,4,10762,84354,54285,53808,477,"[166, 0, 0, 0, 0, 0]","[166, 0, 0, 0, 0, 0]"
general election,2007,Cork East ,Independent,John Cronin,4,10762,84354,54285,53808,477,"[116, 0, 0, 0, 0, 0]","[116, 0, 0, 0, 0, 0]"
general election,2007,Cork North–Central ,Fianna Fáil,Billy Kelleher,4,8470,67777,42818,42347,471,"[9456, -986, 0, 0, 0, 0, 0]","[9456, 8470, 8470, 8470, 8470, 8470, 8470]"
general election,2007,Cork North–Central ,Fine Gael,Bernard Allen,4,8470,67777,42818,42347,471,"[6866, 69, 131, 201, 248, 678, 1065]","[6866, 6935, 7066, 7267, 7515, 8193, 9258]"
general election,2007,Cork North–Central ,Fianna Fáil,Noel O'Flynn,4,8470,67777,42818,42347,471,"[5680, 618, 112, 121, 81, 431, 603]","[5680, 6298, 6410, 6531, 6612, 7043, 7646]"
general election,2007,Cork North–Central ,Labour Party,Kathleen Lynch,4,8470,67777,42818,42347,471,"[5221, 94, 198, 591, 569, 693, 1695]","[5221, 5315, 5513, 6104, 6673, 7366, 9061]"
general election,2007,Cork North–Central ,Fine Gael,Gerry Kelly,4,8470,67777,42818,42347,471,"[4808, 82, 135, 226, 101, 181, 360]","[4808, 4890, 5025, 5251, 5352, 5533, 5893]"
general election,2007,Cork North–Central ,Sinn Féin,Jonathan O'Brien,4,8470,67777,42818,42347,471,"[3456, 31, 134, 155, 557, 741, 0]","[3456, 3487, 3621, 3776, 4333, 5074, 0]"
general election,2007,Cork North–Central ,Independent,Dave McCarthy,4,8470,67777,42818,42347,471,"[2492, 41, 129, 114, 288, 0, 0]","[2492, 2533, 2662, 2776, 3064, 0, 0]"
general election,2007,Cork North–Central ,Socialist Party,Mick Barry,4,8470,67777,42818,42347,471,"[1700, 7, 134, 154, 0, 0, 0]","[1700, 1707, 1841, 1995, 0, 0, 0]"
general election,2007,Cork North–Central ,Green Party,Chris O'Leary,4,8470,67777,42818,42347,471,"[1503, 25, 162, 0, 0, 0, 0]","[1503, 1528, 1690, 0, 0, 0, 0]"
general election,2007,Cork North–Central ,Independent,John McCarthy,4,8470,67777,42818,42347,471,"[702, 11, 0, 0, 0, 0, 0]","[702, 713, 0, 0, 0, 0, 0]"
general election,2007,Cork North–Central ,Workers' Party,Ted Tynan,4,8470,67777,42818,42347,471,"[263, 4, 0, 0, 0, 0, 0]","[263, 267, 0, 0, 0, 0, 0]"
general election,2007,Cork North–Central ,Independent,Stephen Saleh,4,8470,67777,42818,42347,471,"[116, 3, 0, 0, 0, 0, 0]","[116, 119, 0, 0, 0, 0, 0]"
general election,2007,Cork North–Central ,Fathers Rights,Niall Brennan,4,8470,67777,42818,42347,471,"[84, 1, 0, 0, 0, 0, 0]","[84, 85, 0, 0, 0, 0, 0]"
general election,2007,Cork North–West ,Fine Gael,Michael Creed,3,11656,64085,47021,46620,401,"[10516, 362, 1542, 0, 0]","[10516, 10878, 12420, 12420, 12420]"
general election,2007,Cork North–West ,Fianna Fáil,Michael Moynihan,3,11656,64085,47021,46620,401,"[10146, 97, 141, 3617, -2345]","[10146, 10243, 10384, 14001, 11656]"
general election,2007,Cork North–West ,Fianna Fáil,Batt O'Keeffe,3,11656,64085,47021,46620,401,"[8040, 173, 285, 2170, 1997]","[8040, 8213, 8498, 10668, 12665]"
general election,2007,Cork North–West ,Fine Gael,Gerard Murphy,3,11656,64085,47021,46620,401,"[7397, 148, 425, 339, 348]","[7397, 7545, 7970, 8309, 8657]"
general election,2007,Cork North–West ,Fianna Fáil,Donal Moynihan,3,11656,64085,47021,46620,401,"[6546, 92, 281, 0, 0]","[6546, 6638, 6919, 0, 0]"
general election,2007,Cork North–West ,Labour Party,Martin Coughlan,3,11656,64085,47021,46620,401,"[2288, 692, 0, 0, 0]","[2288, 2980, 0, 0, 0]"
general election,2007,Cork North–West ,Green Party,Caroline Robinson,3,11656,64085,47021,46620,401,"[1687, 0, 0, 0, 0]","[1687, 0, 0, 0, 0]"
general election,2007,Cork South–Central ,Fianna Fáil,Micheál Martin,5,9845,91090,59660,59068,592,"[11226, -1381, 0, 0, 0, 0]","[11226, 9845, 9845, 9845, 9845, 9845]"
general election,2007,Cork South–Central ,Fianna Fáil,Michael McGrath,5,9845,91090,59660,59068,592,"[9866, 0, 0, 0, 0, 0]","[9866, 9866, 9866, 9866, 9866, 9866]"
general election,2007,Cork South–Central ,Fine Gael,Deirdre Clune,5,9845,91090,59660,59068,592,"[5739, 104, 98, 506, 2118, 1310]","[5739, 5843, 5941, 6447, 8565, 9875]"
